strain,rep,treat.env,treat.bio,mixID,dilution,AA.mM,sucrose,timepoint,count,exp,validity,notes
Mr,4,variable,comp,Mr.Sb,50,2.105,10,144,27,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,10,144,1,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,10,144,0,comp2,YES,
Mk,1,variable,comp,Mg.Mk,50,2.105,10,144,22,comp2,YES,
Mg,2,variable,comp,Mg.Mk,50,2.105,10,144,0,comp2,YES,
Mk,2,variable,comp,Mg.Mk,50,2.105,10,144,2,comp2,YES,
Mg,3,variable,comp,Mg.Mk,50,2.105,10,144,0,comp2,YES,
Mk,3,variable,comp,Mg.Mk,50,2.105,10,144,12,comp2,YES,
Mg,4,variable,comp,Mg.Mk,50,2.105,10,144,0,comp2,YES,
Mk,4,variable,comp,Mg.Mk,50,2.105,10,144,15,comp2,YES,
Mr,1,variable,mono,Mr,50,2.105,10,144,12,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,10,144,25,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,10,144,14,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,10,144,11,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,10,144,16,comp2,YES,
Mg,1,variable,comp,Mr.Mg,50,2.105,10,144,0,comp2,YES,
Mr,2,variable,comp,Mr.Mg,50,2.105,10,144,7,comp2,YES,
Mg,2,variable,comp,Mr.Mg,50,2.105,10,144,0,comp2,YES,
Mr,3,variable,comp,Mr.Mg,50,2.105,10,144,30,comp2,YES,
Mg,3,variable,comp,Mr.Mg,50,2.105,10,144,0,comp2,YES,
Mr,4,variable,comp,Mr.Mg,50,2.105,10,144,29,comp2,YES,
Mg,4,variable,comp,Mr.Mg,50,2.105,10,144,0,comp2,YES,
Mk,1,variable,comp,Mk.Sb,50,2.105,10,144,15,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,10,144,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,10,144,20,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,10,144,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,10,144,25,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,10,144,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,10,144,8,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,10,144,1,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,10,144,13,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,10,144,13,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,10,144,17,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,10,144,17,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,192,204,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,192,4,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,192,172,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,192,3,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,192,400,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,192,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,192,256,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,192,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,192,312,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,192,3,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,192,316,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,192,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,192,516,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,192,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,192,484,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,192,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,192,316,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,192,392,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,192,360,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,192,488,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,192,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,192,240,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,192,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,192,188,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,192,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,192,184,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,192,0,comp2,YES,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,192,103,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,192,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,192,712,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,192,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,192,2704,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,192,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,192,1648,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,192,0,comp2,YES,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,192,912,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,192,122,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,192,124,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,192,176,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,192,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,192,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,192,280,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,192,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,192,96,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,192,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,192,112,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,192,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,192,78,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,192,0,comp2,YES,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,192,348,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,192,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,192,352,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,192,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,192,146,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,192,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,192,356,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,192,0,comp2,YES,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,192,304,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,192,224,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,192,300,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,192,156,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,192,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,192,76,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,192,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,192,90,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,192,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,192,54,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,192,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,192,78,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,192,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,192,456,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,192,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,192,584,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,192,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,192,632,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,192,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,192,560,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,192,360,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,192,134,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,192,114,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,192,68,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,50,192,436,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,50,192,228,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,50,192,176,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,50,192,152,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,50,192,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mk,1,variable,comp,Mg.Mk,50,2.105,50,192,2,comp2,YES,
Mg,2,variable,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mk,2,variable,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mg,3,variable,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mk,3,variable,comp,Mg.Mk,50,2.105,50,192,2,comp2,YES,
Mg,4,variable,comp,Mg.Mk,50,2.105,50,192,0,comp2,YES,
Mk,4,variable,comp,Mg.Mk,50,2.105,50,192,5,comp2,YES,
Mr,1,variable,mono,Mr,50,2.105,50,192,464,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,50,192,624,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,50,192,576,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,50,192,624,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,50,192,168,comp2,YES,
Mg,1,variable,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Mr,2,variable,comp,Mr.Mg,50,2.105,50,192,404,comp2,YES,
Mg,2,variable,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Mr,3,variable,comp,Mr.Mg,50,2.105,50,192,444,comp2,YES,
Mg,3,variable,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Mr,4,variable,comp,Mr.Mg,50,2.105,50,192,224,comp2,YES,
Mg,4,variable,comp,Mr.Mg,50,2.105,50,192,0,comp2,YES,
Mk,1,variable,comp,Mk.Sb,50,2.105,50,192,2,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,50,192,17,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,50,192,57,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,50,192,14,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,50,192,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,50,192,37,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,50,192,15,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,50,192,21,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,50,192,53,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,240,264,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,240,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,240,196,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,240,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,240,124,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,240,1,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,240,196,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,240,1,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,240,536,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,240,3,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,240,256,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,240,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,240,436,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,240,2,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,240,464,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,240,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,240,372,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,240,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,240,456,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,240,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,240,432,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,240,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,240,304,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,240,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,240,200,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,240,192,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,240,164,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,240,112,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,240,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,240,688,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,240,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,240,936,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,240,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,240,632,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,240,0,comp2,YES,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,240,832,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,240,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,240,176,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,240,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,240,204,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,240,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,240,288,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,240,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,240,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,240,60,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,240,92,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,240,72,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,240,56,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,240,272,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,240,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,240,320,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,240,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,240,376,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,240,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,240,328,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,240,0,comp2,YES,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,240,208,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,240,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,240,376,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,240,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,240,336,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,240,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,240,384,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,240,0,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,240,94,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,240,76,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,240,68,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,240,74,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,240,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,240,536,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,240,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,240,416,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,240,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,240,544,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,240,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,240,672,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,240,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,240,68,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,240,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,240,116,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,240,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,240,148,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,240,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,240,136,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,10,240,27,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,10,240,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,10,240,52,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,10,240,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,10,240,17,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,10,240,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,10,240,21,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,10,240,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,1,variable,comp,Mg.Mk,50,2.105,10,240,29,comp2,YES,
Mg,2,variable,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,2,variable,comp,Mg.Mk,50,2.105,10,240,42,comp2,YES,
Mg,3,variable,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,3,variable,comp,Mg.Mk,50,2.105,10,240,41,comp2,YES,
Mg,4,variable,comp,Mg.Mk,50,2.105,10,240,0,comp2,YES,
Mk,4,variable,comp,Mg.Mk,50,2.105,10,240,76,comp2,YES,
Mr,1,variable,mono,Mr,50,2.105,10,240,14,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,10,240,18,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,10,240,27,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,10,240,20,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,10,240,256,comp2,YES,
Mg,1,variable,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mr,2,variable,comp,Mr.Mg,50,2.105,10,240,29,comp2,YES,
Mg,2,variable,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mr,3,variable,comp,Mr.Mg,50,2.105,10,240,54,comp2,YES,
Mg,3,variable,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mr,4,variable,comp,Mr.Mg,50,2.105,10,240,23,comp2,YES,
Mg,4,variable,comp,Mr.Mg,50,2.105,10,240,0,comp2,YES,
Mk,1,variable,comp,Mk.Sb,50,2.105,10,240,27,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,10,240,16,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,10,240,15,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,10,240,65,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,10,240,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,10,240,212,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,10,240,62,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,10,240,22,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,10,240,19,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,288,400,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,288,1,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,288,284,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,288,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,288,260,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,288,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,288,496,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,288,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,288,248,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,288,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,288,432,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,288,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,288,212,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,288,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,288,316,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,288,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,288,416,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,288,280,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,288,336,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,288,352,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,288,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,288,148,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,288,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,288,64,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,288,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,288,47,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,288,0,comp2,YES,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,288,73,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,288,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,288,512,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,288,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,288,800,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,288,0,comp2,YES,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,288,568,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,288,0,comp2,YES,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,288,560,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,288,0,comp2,YES,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,288,168,comp2,YES,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,288,0,comp2,YES,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,288,192,comp2,YES,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,288,0,comp2,YES,
