plot,x,y,species_map_code,height_cm_when_mapped,notes_when_mapped,alive_first_monitor,height_cm_first_monitor,notes_first_monitor,plant_elevation
12,5.25,8.25,TOTE,47,,0,NA,,3.694
12,5.25,9.75,MEBR,15,lean,0,NA,,3.711999
12,5.25,11.25,TOTE,49,,0,NA,,3.658999
12,5.25,12.75,STBR,18,,0,NA,,3.548
12,5.25,14.25,FLAU,12,,0,NA,,3.447999
12,5.25,15.75,CUAN,20,,1,24,,3.47
12,5.25,17.25,SYAU,13,,0,NA,,3.414999
12,5.25,18.75,DIFA,23,,0,NA,,3.433
12,5.25,20.25,MEBR,33,,1,65,,3.46
12,5.25,21.75,SYFR,21,,0,NA,,3.466
12,5.25,23.25,SYAU,14,,0,NA,,3.450999
12,5.25,24.75,FIVI,40,,1,68,,3.408999
12,5.25,26.25,ARTR,8,,0,NA,,3.414999
12,5.25,27.75,FIVI,30,,0,NA,,3.288
12,5.25,29.25,CUAN,14,,0,NA,,3.296999
12,6.75,0.75,SYFR,34,,0,NA,,3.552999
12,6.75,2.25,NOLO,48,,1,52,,3.575999
12,6.75,3.75,FLAU,15,,1,14,,3.467999
12,6.75,5.25,STBR,19,,0,NA,,3.483999
12,6.75,6.75,SYAU,12,,0,NA,,3.709
12,6.75,8.25,ARTR,27,,0,NA,,3.644999
12,6.75,9.75,FIOB,18,,1,36,,3.632999
12,6.75,11.25,ARTR,40,,0,NA,,3.644
12,6.75,12.75,SYAU,17,,1,23,,3.609999
12,6.75,14.25,FIVI,38,,1,46,snapped top,3.503999
12,6.75,15.75,FLAU,8,,0,NA,,3.398
12,6.75,17.25,CUAN,15,,1,18,,3.479
12,6.75,18.75,SYFR,29,,0,NA,,3.417
12,6.75,20.25,FIVI,44,,1,76,,3.467
12,6.75,21.75,STBR,26,,1,16,snapped top,3.421
12,6.75,23.25,DRDE,14,,1,14,,3.423
12,6.75,24.75,ARTR,42,,0,NA,,3.334
12,6.75,26.25,ACLA,26,,1,37,,3.351
12,6.75,27.75,STBR,37,,0,NA,,3.282
12,6.75,29.25,FLAU,10,,0,NA,,3.230999
12,8.25,0.75,FIVI,45,,1,53,,3.539
12,8.25,2.25,CUAN,12,,0,NA,,3.486999
12,8.25,3.75,ARTR,31,,0,NA,,3.471999
12,8.25,5.25,DRDE,13,,1,16,,3.519
12,8.25,6.75,TOTE,60,shallow,0,NA,,3.617
12,8.25,8.25,CUAN,13,,1,25,,3.638
12,8.25,9.75,FIVI,39,,1,70,,3.595999
12,8.25,11.25,SYAU,13,,0,NA,,3.585999
12,8.25,12.75,FIVI,40,,1,1,top dead and re-shot from base,3.578
12,8.25,14.25,ACLA,33,,0,NA,,3.470999
12,8.25,15.75,TOTE,47,,0,NA,,3.415999
12,8.25,17.25,STBR,24,,1,30,,3.434
12,8.25,18.75,ARTR,37,,0,NA,,3.454
12,8.25,20.25,DIFA,46,,0,NA,,3.391
12,8.25,21.75,CRTR,21,,1,28,,3.384
12,8.25,23.25,TOTE,53,,1,1,snapped top and reshot from base,3.411999
12,8.25,24.75,FLAU,13,,0,NA,,3.384
12,8.25,26.25,FLAU,7,,1,13,,3.279999
12,8.25,27.75,TOTE,47,,0,NA,,3.302999
12,8.25,29.25,FIVI,36,,1,19,top dead and re-shot from base,3.21
12,9.75,0.75,CUAN,9,,1,14,,3.506999
12,9.75,2.25,FLAU,13,,0,NA,,3.509999
12,9.75,3.75,SYFR,15,,0,NA,,3.434
12,9.75,5.25,CUAN,15,,0,NA,,3.483999
12,9.75,6.75,SYFR,46,,0,NA,,3.588999
12,9.75,8.25,ARTR,40,,0,NA,,3.68
12,9.75,9.75,SYSM,26,,0,NA,,3.551
12,9.75,11.25,SYAU,15,,0,NA,,3.612999
12,9.75,12.75,ARTR,33,,1,36,,3.553999
12,9.75,14.25,ACLA,31,,0,NA,,3.568
12,9.75,15.75,STBR,33,,0,NA,,3.558
12,9.75,17.25,SYAU,23,,0,NA,,3.484999
12,9.75,18.75,TOTE,60,,1,56,,3.427999
12,9.75,20.25,TOTE,62,,0,NA,,3.369999
12,9.75,21.75,SYSM,18,,1,25,,3.407
12,9.75,23.25,MEBR,30,,1,61,,3.414
12,9.75,24.75,FIVI,33,,1,83,slight lean,3.335999
12,9.75,26.25,SYFR,26,,1,35,,3.233999
12,9.75,27.75,TOTE,54,,1,10,top dead and re-shot from base,3.242
12,9.75,29.25,FLAU,10,,0,NA,,3.190999
12,11.25,0.75,FLAU,11,,1,10,,3.503
12,11.25,2.25,ARTR,42,,0,NA,,3.469
12,11.25,3.75,SYAU,13,,0,NA,,3.467
12,11.25,5.25,SYFR,15,,0,NA,,3.538
12,11.25,6.75,FLAU,10,,0,NA,,3.589999
12,11.25,8.25,SYSM,6,,0,NA,,3.591
12,11.25,9.75,FIVI,28,,1,57,,3.634
12,11.25,11.25,SYFR,21,,0,NA,,3.548
12,11.25,12.75,FLAU,10,,0,NA,,3.487999
12,11.25,14.25,SYFR,20,,0,NA,,3.473
12,11.25,15.75,SYAU,27,,1,34,,3.463999
12,11.25,17.25,ACLA,32,,0,NA,,3.460999
12,11.25,18.75,FLAU,11,,1,11,,3.434
12,11.25,20.25,FIOB,14,,1,16,,3.358999
12,11.25,21.75,NOLO,46,lean,0,NA,,3.384999
12,11.25,23.25,CUAN,18,,0,NA,,3.358999
12,11.25,24.75,FLAU,11,,0,NA,,3.329999
12,11.25,26.25,SYAU,12,,1,10,leaning,3.269999
12,11.25,27.75,ACLA,34,,1,37,,3.250999
12,11.25,29.25,SYFR,30,,1,30,,3.197
12,12.75,0.75,SYFR,51,,0,NA,,3.509999
12,12.75,2.25,FIVI,50,,0,NA,,3.507999
12,12.75,3.75,DRDE,14,,1,18,,3.48
12,12.75,5.25,FIOB,21,,1,32,,3.513
12,12.75,6.75,DIFA,40,,0,NA,,3.579
12,12.75,8.25,FIVI,45,,1,97,,3.559999
12,12.75,9.75,STBR,52,lean,0,NA,,3.546
12,12.75,11.25,FIVI,40,,1,97,,3.535
12,12.75,12.75,CUAN,13,,1,20,,3.555
12,12.75,14.25,CRTR,16,,1,32,,3.476
12,12.75,15.75,TOTE,47,,1,10,top dead and re-shot from base,3.467999
12,12.75,17.25,ARTR,41,,0,NA,,3.456
12,12.75,18.75,ARTR,47,,0,NA,,3.473
12,12.75,20.25,DIFA,34,,0,NA,,3.378999
12,12.75,21.75,SYAU,13,,0,NA,,3.509
12,12.75,23.25,TOTE,53,,0,NA,,3.407999
12,12.75,24.75,ARTR,39,,1,51,,3.434999
12,12.75,26.25,ARTR,30,,1,37,,3.282
12,12.75,27.75,CUAN,18,,1,34,,3.276
12,12.75,29.25,SYFR,34,lean,0,NA,,3.209
12,14.25,0.75,CUAN,18,,1,19,,3.565999
12,14.25,2.25,STBR,48,,0,NA,,3.519999
12,14.25,3.75,FLAU,12,,0,NA,,3.520999
12,14.25,5.25,FIVI,33,lean,0,NA,,3.681999
12,14.25,6.75,TOTE,58,,1,8,top dead and re-shot from base,3.568
12,14.25,8.25,FIOB,22,,1,65,,3.595
12,14.25,9.75,SYAU,13,,0,NA,,3.622999
12,14.25,11.25,CUAN,21,,1,32,,3.621
12,14.25,12.75,FIVI,44,,1,85,,3.566999
12,14.25,14.25,FIOB,22,,1,20,snapped top,3.453
12,14.25,15.75,DIFA,37,,1,44,,3.499
12,14.25,17.25,TOTE,70,lean,0,NA,,3.459
12,14.25,18.75,SYFR,39,,1,46,,3.411
12,14.25,20.25,CRTR,30,,1,37,,3.519999
12,14.25,21.75,FIVI,40,,1,75,,3.423
12,14.25,23.25,FIVI,32,,1,48,,3.405999
12,14.25,24.75,FLAU,10,,1,17,,3.326999
12,14.25,26.25,SYFR,50,,0,NA,,3.255
12,14.25,27.75,ARTR,41,,1,49,,3.295
12,14.25,29.25,SYSM,9,,0,NA,,3.355999
12,15.75,0.75,ARTR,30,,0,NA,,3.579999
12,15.75,2.25,ARTR,49,,0,NA,,3.546
12,15.75,3.75,FLAU,14,,0,NA,,3.526
12,15.75,5.25,SYAU,9,,0,NA,,3.565
12,15.75,6.75,FIVI,36,,1,89,,3.483999
12,15.75,8.25,FIVI,35,,1,87,,3.605999
12,15.75,9.75,STBR,42,,0,NA,,3.592999
12,15.75,11.25,STBR,39,lean,0,NA,,3.526999
12,15.75,12.75,MEBR,45,,1,37,,3.536999
12,15.75,14.25,SYFR,60,,1,67,,3.540999
12,15.75,15.75,TOTE,15,,0,NA,,3.493
12,15.75,17.25,TOTE,72,,0,NA,,3.496999
12,15.75,18.75,CRTR,30,,1,38,,3.532999
12,15.75,20.25,SYFR,50,,1,57,,3.434
12,15.75,21.75,FIOB,19,,1,25,,3.404999
12,15.75,23.25,CRTR,23,,1,30,,3.371999
12,15.75,24.75,CUAN,16,,1,25,,3.328
12,15.75,26.25,SYAU,21,,1,19,,3.352999
12,15.75,27.75,NOLO,46,,1,63,,3.411999
12,15.75,29.25,SYAU,15,,0,NA,,3.355999
12,17.25,0.75,SYAU,9,,1,15,,3.642999
12,17.25,2.25,CRTR,25,,1,28,,3.573999
12,17.25,3.75,CRTR,26,,1,33,,3.513
12,17.25,5.25,STBR,28,,1,38,,3.490999
12,17.25,6.75,MEBR,16,,1,35,,3.477999
12,17.25,8.25,ARTR,23,,0,NA,,3.497999
12,17.25,9.75,STBR,44,lean,0,NA,,3.500999
12,17.25,11.25,SYSM,11,,0,NA,,3.448999
12,17.25,12.75,CRTR,27,,1,34,,3.473
12,17.25,14.25,SYAU,17,,0,NA,,3.463
12,17.25,15.75,SYFR,45,lean,0,NA,,3.490999
12,17.25,17.25,DIFA,38,,1,47,,3.414999
12,17.25,18.75,FIVI,29,lean,1,86,,3.542
12,17.25,20.25,MEBR,18,,1,60,,3.384999
12,17.25,21.75,STBR,52,lean,0,NA,,3.315
12,17.25,23.25,TOTE,16,,1,20,,3.361999
12,17.25,24.75,SYFR,47,,0,NA,,3.359999
12,17.25,26.25,FLAU,10,,1,35,,3.354
12,17.25,27.75,CRTR,26,,1,37,,3.405999
12,17.25,29.25,CUAN,9,,0,NA,,3.456
12,18.75,0.75,ARTR,42,,0,NA,,3.621
12,18.75,2.25,MEBR,19,,0,NA,,3.572
12,18.75,3.75,SYAU,13,,1,50,,3.510999
12,18.75,5.25,SYAU,19,,1,63,,3.459
12,18.75,6.75,ARTR,39,,1,46,,3.509999
12,18.75,8.25,FIVI,13,,1,39,,3.454
12,18.75,9.75,FIVI,16,,1,35,,3.476
12,18.75,11.25,SYSM,10,,1,25,,3.519
12,18.75,12.75,ARTR,43,,0,NA,,3.552
12,18.75,14.25,ARTR,39,,1,46,,3.549999
12,18.75,15.75,CRTR,11,,0,NA,,3.421999
12,18.75,17.25,CRTR,17,,1,29,,3.440999
12,18.75,18.75,FLAU,13,,1,18,,3.404999
12,18.75,20.25,ACLA,18,,0,NA,,3.430999
12,18.75,21.75,FIOB,18,,1,35,,3.349999
12,18.75,23.25,DIFA,42,,1,45,,3.348999
12,18.75,24.75,DIFA,26,,1,48,,3.345999
12,18.75,26.25,CUAN,13,,0,NA,,3.381
12,18.75,27.75,CRTR,24,,0,NA,,3.385999
12,18.75,29.25,FIVI,40,,0,NA,,3.329999
12,20.25,0.75,FLAU,8,,0,NA,,3.530999
12,20.25,2.25,SYFR,15,,0,NA,,3.515
12,20.25,3.75,CUAN,14,,1,40,,3.612999
12,20.25,5.25,CUAN,10,,1,45,,3.530999
12,20.25,6.75,ARTR,41,,1,43,,3.479
12,20.25,8.25,CRTR,29,,1,49,,3.479
12,20.25,9.75,FIVI,20,,1,67,snapped top,3.595
12,20.25,11.25,SYFR,29,,1,48,,3.671
12,20.25,12.75,CUAN,8,,1,12,,3.605
12,20.25,14.25,MEBR,29,,1,82,,3.536999
12,20.25,15.75,MEBR,29,,1,54,,3.476
12,20.25,17.25,MEBR,27,,1,54,,3.437999
12,20.25,18.75,CUAN,17,,1,33,,3.454999
12,20.25,20.25,CUAN,13,,1,25,,3.450999
12,20.25,21.75,MEBR,9,lean,1,23,,3.367
12,20.25,23.25,STBR,37,,1,68,,3.369999
12,20.25,24.75,SYAU,9,,0,NA,,3.336999
12,20.25,26.25,NOLO,36,,1,49,,3.408999
12,20.25,27.75,CUAN,16,,0,NA,,3.418999
12,20.25,29.25,TOTE,6,,0,NA,,3.322
12,21.75,0.75,DIFA,41,,0,NA,,3.571
12,21.75,2.25,FLAU,13,,1,24,,3.471999
12,21.75,3.75,MEBR,17,,1,50,,3.526
12,21.75,5.25,FLAU,10,,1,24,,3.496999
12,21.75,6.75,CUAN,10,,1,29,,3.513
12,21.75,8.25,DIFA,51,,1,51,,3.542999
12,21.75,9.75,SYSM,9,,0,NA,,3.595999
12,21.75,11.25,ACLA,15,,1,33,,3.584
12,21.75,12.75,ARTR,32,,1,29,,3.594
12,21.75,14.25,MEBR,13,,0,NA,,3.486
12,21.75,15.75,DIFA,37,,1,38,,3.530999
12,21.75,17.25,FLAU,7,,1,13,,3.371999
12,21.75,18.75,CUAN,11,,1,38,,3.415999
12,21.75,20.25,FIOB,22,,1,70,,3.368
12,21.75,21.75,ACLA,26,,1,44,,3.375
12,21.75,23.25,FIVI,12,,0,NA,,3.374
12,21.75,24.75,MEBR,23,,1,20,,3.467999
12,21.75,26.25,DIFA,28,,0,NA,,3.433
12,21.75,27.75,FLAU,10,,1,27,,3.394
12,21.75,29.25,MEBR,25,,1,44,,3.289999
12,23.25,0.75,DRDE,13,,0,NA,,3.535
12,23.25,2.25,MEBR,25,,1,54,,3.496999
12,23.25,3.75,ARTR,39,,1,48,,3.556999
12,23.25,5.25,MEBR,25,,1,98,,3.539
12,23.25,6.75,CRTR,25,,1,26,,3.490999
12,23.25,8.25,TOTE,11,,0,NA,,3.515
12,23.25,9.75,FIVI,13,,1,66,,3.515
12,23.25,11.25,SYAU,13,,0,NA,,3.530999
12,23.25,12.75,SYAU,13,,0,NA,,3.457
12,23.25,14.25,FLAU,6,,0,NA,,3.509999
12,23.25,15.75,FLAU,9,,0,NA,,3.428999
12,23.25,17.25,TOTE,8,,0,NA,,3.463
12,23.25,18.75,NOLO,52,,1,65,,3.421999
12,23.25,20.25,SYAU,11,,1,25,,3.384
12,23.25,21.75,FIVI,11,,1,47,,3.496999
12,23.25,23.25,SYSM,11,,0,NA,,3.440999
12,23.25,24.75,FIOB,24,,1,43,,3.447999
12,23.25,26.25,FLAU,9,,0,NA,,3.490999
12,23.25,27.75,CUAN,18,,1,38,,3.382999
12,23.25,29.25,CUAN,22,,1,30,,3.362999
12,24.75,0.75,CUAN,15,,1,14,,3.655999
12,24.75,2.25,ARTR,38,,0,NA,,3.528
12,24.75,3.75,DIFA,23,,1,22,,3.492
12,24.75,5.25,FLAU,13,,1,11,,3.532
12,24.75,6.75,MEBR,32,,1,92,,3.464999
12,24.75,8.25,FIVI,15,,1,55,,3.494999
12,24.75,9.75,MEBR,33,,1,78,,3.506999
12,24.75,11.25,STBR,44,,0,NA,,3.533999
12,24.75,12.75,SYSM,13,,1,24,,3.46
12,24.75,14.25,ARTR,35,,1,50,,3.421
12,24.75,15.75,NOLO,18,,0,NA,,3.490999
12,24.75,17.25,ARTR,39,,1,41,,3.608999
12,24.75,18.75,FIVI,27,,1,82,,3.487999
12,24.75,20.25,MEBR,30,,1,100,,3.427999
12,24.75,21.75,FIOB,25,,1,65,,3.408999
12,24.75,23.25,CRTR,16,,0,NA,,3.371999
12,24.75,24.75,SYFR,10,,0,NA,,3.335
12,24.75,26.25,CUAN,11,,1,46,,3.464999
12,24.75,27.75,FLAU,7,,1,10,,3.426
12,24.75,29.25,CUAN,12,,1,26,,3.414999
12,26.25,0.75,DRDE,16,,1,28,,3.601
12,26.25,2.25,MEBR,21,,1,30,,3.516999
12,26.25,3.75,ARTR,36,,0,NA,,3.494999
12,26.25,5.25,FIOB,28,,1,66,,3.486
12,26.25,6.75,FIVI,24,,0,NA,,3.538
12,26.25,8.25,SYFR,14,,0,NA,,3.605
12,26.25,9.75,ACLA,22,,1,47,,3.523999
12,26.25,11.25,ACLA,27,,1,32,,3.477999
12,26.25,12.75,FLAU,12,,0,NA,,3.516
12,26.25,14.25,ARTR,37,,0,NA,,3.490999
12,26.25,15.75,FIVI,31,,1,90,,3.456
12,26.25,17.25,DIFA,15,,0,NA,,3.533999
12,26.25,18.75,TOTE,12,,0,NA,,3.556999
12,26.25,20.25,SYFR,20,,0,NA,,3.519
12,26.25,21.75,NOLO,22,,1,22,,3.407999
12,26.25,23.25,SYAU,14,,0,NA,,3.421999
12,26.25,24.75,ARTR,41,,1,55,,3.456
12,26.25,26.25,MEBR,18,lean,1,45,,3.434999
12,26.25,27.75,CUAN,21,,1,53,,3.391999
12,26.25,29.25,SYFR,13,,0,NA,,3.323999
12,27.75,0.75,DIFA,24,,1,22,,3.553999
12,27.75,2.25,FIVI,43,,1,77,,3.493
12,27.75,3.75,CRTR,29,,1,30,,3.479
12,27.75,5.25,DRDE,23,,1,39,,3.486
12,27.75,6.75,ARTR,49,,1,55,,3.594
12,27.75,8.25,SYFR,12,,0,NA,,3.608
12,27.75,9.75,FIVI,13,,0,NA,,3.494999
12,27.75,11.25,MEBR,20,,0,NA,,3.492
12,27.75,12.75,FLAU,13,,1,34,,3.585
12,27.75,14.25,SYAU,14,,1,25,,3.482
12,27.75,15.75,FLAU,8,,0,NA,,3.443
12,27.75,17.25,CUAN,24,,1,11,top dead and re-shot from base,3.499
12,27.75,18.75,FLAU,9,,0,NA,,3.460999
12,27.75,20.25,FIOB,26,,1,100,,3.507999
12,27.75,21.75,TOTE,8,,1,10,,3.448999
12,27.75,23.25,CUAN,14,,1,30,,3.38
12,27.75,24.75,FIVI,23,,1,85,,3.378999
12,27.75,26.25,FIOB,20,,1,52,,3.322
12,27.75,27.75,TOTE,7,,0,NA,,3.346999
12,27.75,29.25,ARTR,41,,1,58,,3.362999
12,29.25,0.75,CUAN,18,,1,22,,3.509
12,29.25,2.25,TOTE,10,,0,NA,,3.45
12,29.25,3.75,FLAU,10,,0,NA,,3.532
12,29.25,5.25,FLAU,9,,1,35,,3.542
12,29.25,6.75,FIOB,19,,0,NA,,3.591
12,29.25,8.25,SYAU,12,,1,22,,3.612999
12,29.25,9.75,MEBR,12,lean,0,NA,,3.502
12,29.25,11.25,CUAN,17,,1,22,,3.566999
12,29.25,12.75,FIVI,46,,1,53,,3.548
12,29.25,14.25,FIOB,20,,1,29,,3.42
12,29.25,15.75,CRTR,22,,1,32,,3.421999
12,29.25,17.25,CUAN,16,,1,11,top dead and re-shot from base,3.450999
12,29.25,18.75,SYFR,12,,0,NA,,3.523999
12,29.25,20.25,ARTR,40,,1,67,,3.391
12,29.25,21.75,STBR,31,,0,NA,,3.418999
12,29.25,23.25,ARTR,34,,0,NA,,3.395999
12,29.25,24.75,CUAN,14,,1,17,,3.334
12,29.25,26.25,FLAU,5,,0,NA,,3.349999
12,29.25,27.75,FIVI,17,,0,NA,,3.315
12,29.25,29.25,CUAN,14,,1,13,top dead and re-shot from base,3.332999
13,0.75,0.75,GLFE,10,,0,NA,,3.795
13,0.75,2.25,TOCI,8,,0,NA,,3.839999
13,0.75,3.75,ALEX,9,,0,NA,,3.858
13,0.75,5.25,TOCI,12,,0,NA,,3.829999
13,0.75,6.75,CUAN,5,,0,NA,,3.661999
13,0.75,8.25,ACLE,16,,0,NA,,3.678999
13,0.75,9.75,ACLE,7,,0,NA,,3.713
13,0.75,11.25,ACLE,21,,1,67,,3.792999
13,0.75,12.75,SYAU,14,,1,26,,3.671
13,0.75,14.25,TOCI,14,,0,NA,,3.697999
13,0.75,15.75,DIFA,23,lean,0,NA,,3.618999
13,0.75,17.25,CUAN,19,,1,16,,3.572
13,0.75,18.75,SYFR,10,lean,0,NA,,3.530999
13,0.75,20.25,TRTO,40,,0,NA,,3.556999
13,2.25,0.75,STBR,30,,1,4,snapped top and reshot from base,3.861999
13,2.25,2.25,TOCI,10,,0,NA,,3.762
13,2.25,3.75,ACLE,12,,1,41,,3.805
13,2.25,5.25,TRTO,23,,1,58,,3.7
13,2.25,6.75,ALEX,11,,0,NA,,3.72
13,2.25,8.25,STBR,39,,1,3,top dead and re-shot from base,3.696
13,2.25,9.75,GUSE,32,,1,23,height of living,3.641999
13,2.25,11.25,GLFE,5,lean,0,NA,,3.624
13,2.25,12.75,GUSE,25,,1,35,,3.617
13,2.25,14.25,NA,NA,black pot,NA,NA,,3.714999
13,2.25,15.75,GLFE,4,,0,NA,,3.684
13,2.25,17.25,NA,NA,black pot,NA,NA,,3.529999
13,2.25,18.75,DIFA,23,,1,20,,3.499
13,2.25,20.25,NA,NA,black pot,NA,NA,,3.592
13,3.75,0.75,GUSE,23,,1,29,,3.760999
13,3.75,2.25,NA,NA,black pot,NA,NA,,3.779999
13,3.75,3.75,TOTE,8,,0,NA,,3.737999
13,3.75,5.25,GUSE,34,,1,55,,3.806999
13,3.75,6.75,TOTE,14,,0,NA,,3.746
13,3.75,8.25,FIVI,46,,1,3,top dead and re-shot from base,3.778
13,3.75,9.75,FICO,10,,0,NA,,3.621999
13,3.75,11.25,TRTO,17,,1,48,,3.654999
13,3.75,12.75,ALEX,9,,1,30,,3.615999
13,3.75,14.25,FICO,15,,0,NA,,3.624
13,3.75,15.75,FICO,7,,0,NA,,3.538
13,3.75,17.25,NA,NA,black pot,NA,NA,,3.532
13,3.75,18.75,ACLE,19,,1,75,,3.5
13,3.75,20.25,NA,NA,black pot,NA,NA,,3.496999
13,5.25,0.75,SYFR,5,,0,NA,,3.772
13,5.25,2.25,CRTR,19,,0,NA,,3.678999
13,5.25,3.75,NA,NA,black pot,NA,NA,,3.803999
13,5.25,5.25,TOTE,6,,0,NA,,3.783999
13,5.25,6.75,DIFA,30,,1,28,sunburnt,3.723
13,5.25,8.25,GLFE,16,,0,NA,,3.713999
13,5.25,9.75,GLFE,9,,0,NA,,3.665999
13,5.25,11.25,CUAN,5,,0,NA,,3.605999
13,5.25,12.75,GUSE,29,,1,34,,3.638999
13,5.25,14.25,UNKNOWN,5,,0,NA,,3.533999
13,5.25,15.75,ACLE,14,,1,61,,3.632999
13,5.25,17.25,NA,NA,green pot,NA,NA,,3.615
13,5.25,18.75,GUSE,25,,1,37,,3.486
13,5.25,20.25,TOCI,22,,1,25,,3.529999
13,6.75,0.75,FICO,11,lean,1,17,,3.825
13,6.75,2.25,SYAU,18,,1,57,,3.779
13,6.75,3.75,SYAU,11,,0,NA,,3.782
13,6.75,5.25,GUSE,29,,1,28,,3.786999
13,6.75,6.75,TOCI,19,,0,NA,,3.665999
13,6.75,8.25,TRTO,8,,0,NA,,3.644999
13,6.75,9.75,GUSE,30,,0,NA,,3.549
13,6.75,11.25,TOCI,24,lean,0,NA,,3.582999
13,6.75,12.75,GLFE,11,,0,NA,,3.572
13,6.75,14.25,NA,NA,black pot,NA,NA,,3.529
13,6.75,15.75,SYFR,22,,1,33,,3.558
13,6.75,17.25,TRTO,27,,1,29,,3.517999
13,6.75,18.75,SYAU,19,,1,26,,3.559999
13,6.75,20.25,NA,NA,black pot,NA,NA,,3.542999
13,8.25,0.75,SYFR,NA,blank,0,NA,,3.717
13,8.25,2.25,SYFR,31,,1,56,,3.789
13,8.25,3.75,NA,NA,black pot,NA,NA,,3.684999
13,8.25,5.25,GUSE,19,,1,30,,3.723
13,8.25,6.75,GLFE,11,,1,12,leaning,3.615999
13,8.25,8.25,GUSE,24,,1,33,,3.655999
13,8.25,9.75,TRTO,17,,1,86,,3.545
13,8.25,11.25,TRTO,40,,1,40,,3.608999
13,8.25,12.75,ACLE,19,,1,99,,3.671
13,8.25,14.25,NA,NA,black pot,NA,NA,,3.683
13,8.25,15.75,GLFE,7,,0,NA,,3.536999
13,8.25,17.25,TOCI,13,,1,1,top dead and re-shot from base,3.565
13,8.25,18.75,ALEX,13,,1,43,,3.529999
13,8.25,20.25,CRTR,27,,0,NA,,3.49
13,9.75,0.75,TOCI,13,lean,0,NA,,3.706
13,9.75,2.25,TRTO,19,lean,0,NA,,3.729
13,9.75,3.75,TOCI,19,,0,NA,,3.773
13,9.75,5.25,STBR,45,,0,NA,,3.706
13,9.75,6.75,GLFE,10,,1,38,flowering,3.648999
13,9.75,8.25,NA,NA,black pot,NA,NA,,3.638999
13,9.75,9.75,FICO,13,,0,NA,,3.543999
13,9.75,11.25,ALEX,11,,0,NA,,3.552999
13,9.75,12.75,SYAU,12,,0,NA,,3.556999
13,9.75,14.25,SYAU,9,,0,NA,,3.637
13,9.75,15.75,STBR,30,,1,2,top dead and re-shot from base,3.516999
13,9.75,17.25,ALEX,11,,0,NA,,3.532
13,9.75,18.75,ACLE,13,,1,49,,3.464999
13,9.75,20.25,GLFE,7,,0,NA,,3.42
13,11.25,0.75,NA,NA,black pot,NA,NA,,3.763
13,11.25,2.25,SYAU,20,,1,44,,3.726
13,11.25,3.75,CRTR,22,,0,NA,,3.651
13,11.25,5.25,SYAU,10,,0,NA,,3.611
13,11.25,6.75,NA,NA,black pot,NA,NA,,3.565
13,11.25,8.25,TOCI,12,,0,NA,,3.503
13,11.25,9.75,SYFR,12,lean,0,NA,,3.500999
13,11.25,11.25,TOCI,7,,0,NA,,3.559
13,11.25,12.75,ALEX,8,,0,NA,,3.586999
13,11.25,14.25,SYAU,17,,1,29,,3.545
13,11.25,15.75,ACLE,23,,1,40,,3.546
13,11.25,17.25,TRTO,16,,0,NA,,3.496
13,11.25,18.75,TRTO,33,,0,NA,,3.482
13,11.25,20.25,TRTO,9,,0,NA,,3.487999
13,12.75,0.75,ACLE,7,,1,28,,3.717
13,12.75,2.25,NA,NA,,NA,NA,,3.763
13,12.75,3.75,FIVI,54,,1,2,top dead and re-shot from base,3.674999
13,12.75,5.25,TOCI,13,,0,NA,,3.720999
13,12.75,6.75,FICO,9,,0,NA,,3.680999
13,12.75,8.25,ALEX,14,,0,NA,,3.638
13,12.75,9.75,TOCI,11,,0,NA,,3.572999
13,12.75,11.25,GLFE,9,,0,NA,,3.585999
13,12.75,12.75,SYAU,10,,0,NA,,3.618
13,12.75,14.25,TOTE,11,,0,NA,,3.744999
13,12.75,15.75,ALEX,12,,0,NA,,3.644999
13,12.75,17.25,NA,NA,black pot,NA,NA,,3.561
13,12.75,18.75,TOCI,14,,0,NA,,3.473999
13,12.75,20.25,ACLE,17,,1,71,,3.405999
13,14.25,0.75,CRTR,31,,1,47,,3.750999
13,14.25,2.25,GUSE,32,,0,NA,,3.789999
13,14.25,3.75,NA,NA,black pot,NA,NA,,3.684999
13,14.25,5.25,TOCI,13,,0,NA,,3.681999
13,14.25,6.75,ALEX,9,,1,42,,3.723
13,14.25,8.25,NA,NA,black pot,NA,NA,,3.720999
13,14.25,9.75,CRTR,31,,0,NA,,3.601
13,14.25,11.25,FIVI,38,,1,52,,3.628
13,14.25,12.75,GUSE,25,,1,46,,3.598999
13,14.25,14.25,ACLE,19,,1,20,,3.523999
13,14.25,15.75,TRTO,10,,1,52,,3.667
13,14.25,17.25,FICO,9,,1,26,,3.622999
13,14.25,18.75,GUSE,34,,1,36,,3.530999
13,14.25,20.25,GUSE,25,,0,NA,,3.539
13,15.75,0.75,TOCI,10,lean,0,NA,,3.811
13,15.75,2.25,SYFR,28,,0,NA,,3.743999
13,15.75,3.75,TOTE,9,,1,12,,3.697
13,15.75,5.25,STBR,40,,0,NA,,3.605
13,15.75,6.75,TOCI,12,,0,NA,,3.657
13,15.75,8.25,GUSE,24,,0,NA,,3.572
13,15.75,9.75,NA,NA,black pot,NA,NA,,3.516999
13,15.75,11.25,TOCI,18,,0,NA,,3.677999
13,15.75,12.75,GUSE,26,,0,NA,,3.677
13,15.75,14.25,ALEX,5,,0,NA,,3.604
13,15.75,15.75,TOCI,12,lean,0,NA,,3.573999
13,15.75,17.25,TOCI,18,,0,NA,,3.624
